country,year,lat,lon,GID_1,GID_2,households,rural,iwi,file
angola,2006,-11.2402383921519,19.741250902713197,AGO.13,AGO.13.2,25,1,5.86972224,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00014.tfrecord.gz
angola,2006,-7.889177970681177,21.492730282927013,AGO.12,AGO.12.1,25,1,5.51574872,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00015.tfrecord.gz
angola,2006,-8.691676011757666,19.5081023231898,AGO.12,AGO.12.6,25,1,4.267762679999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00016.tfrecord.gz
angola,2006,-9.199098570687992,19.302937483857807,AGO.12,AGO.12.7,25,1,5.057467559999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00017.tfrecord.gz
angola,2006,-9.46120311694733,17.99496006421129,AGO.12,AGO.12.9,25,1,7.24934052,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00018.tfrecord.gz
angola,2006,-14.728668366791704,13.828508560447496,AGO.10,AGO.10.10,19,0,23.40779073684211,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00019.tfrecord.gz
angola,2006,-14.737176550004506,13.828838096782196,AGO.10,AGO.10.10,17,0,35.862957058823525,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00020.tfrecord.gz
angola,2006,-14.729370907168,13.825487237151895,AGO.10,AGO.10.10,19,0,38.482986894736854,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00021.tfrecord.gz
angola,2006,-14.725676113286106,13.826313679013,AGO.10,AGO.10.10,20,0,40.92910825,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00022.tfrecord.gz
angola,2006,-14.73549347175089,12.4630197224119,AGO.16,AGO.16.3,23,0,45.94202343478261,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00023.tfrecord.gz
angola,2006,-16.567395333719794,12.3713599470633,AGO.16,AGO.16.4,21,0,6.754011809523808,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00024.tfrecord.gz
angola,2006,-15.04844802062559,13.554039898730796,AGO.10,AGO.10.10,18,1,6.872579444444443,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00025.tfrecord.gz
angola,2006,-14.645638317007007,13.8743195985,AGO.10,AGO.10.10,21,1,7.733762190476189,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00026.tfrecord.gz
angola,2006,-15.360165086008895,13.9768258416581,AGO.10,AGO.10.3,16,1,10.2376793125,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00027.tfrecord.gz
angola,2006,-15.026560041058593,14.551553383057204,AGO.10,AGO.10.13,21,1,9.263792523809524,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00028.tfrecord.gz
angola,2006,-15.288862165318198,15.177474772546894,AGO.10,AGO.10.11,20,1,23.7594381,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00029.tfrecord.gz
angola,2006,-16.522302364430693,14.313851511153498,AGO.8,AGO.8.1,18,1,7.389578888888887,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00030.tfrecord.gz
angola,2006,-13.987937411044195,13.024892396882,AGO.16,AGO.16.2,20,1,9.079052399999998,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00031.tfrecord.gz
angola,2006,-8.971806179660748,13.322705354825196,AGO.11,AGO.11.9,24,0,59.06354249999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00032.tfrecord.gz
angola,2006,-8.983915784195823,13.309830262345306,AGO.11,AGO.11.9,24,0,65.015156125,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00033.tfrecord.gz
angola,2006,-8.965453396437624,13.317337514493598,AGO.11,AGO.11.9,23,0,39.554160913043475,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00034.tfrecord.gz
angola,2006,-8.818350835469714,13.291534511315206,AGO.11,AGO.11.2,23,0,47.48603482608696,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00035.tfrecord.gz
angola,2006,-8.994447981661374,13.311825395454399,AGO.11,AGO.11.9,24,0,41.30113866666667,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00036.tfrecord.gz
angola,2006,-8.970004886225864,13.309508440838393,AGO.11,AGO.11.9,24,0,57.28403679166667,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00037.tfrecord.gz
angola,2006,-8.975405868393779,13.311651770164394,AGO.11,AGO.11.9,24,0,60.00130958333333,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00038.tfrecord.gz
angola,2006,-8.97831073508885,13.314574169210909,AGO.11,AGO.11.9,23,0,45.79562608695652,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00039.tfrecord.gz
angola,2006,-8.97799678871458,13.313555829257204,AGO.11,AGO.11.9,24,0,48.000761875,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00040.tfrecord.gz
angola,2006,-8.985695078658837,13.319738125229895,AGO.11,AGO.11.9,19,0,51.94402400000001,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00041.tfrecord.gz
angola,2006,-8.827435590049241,13.225249013347995,AGO.11,AGO.11.5,24,0,57.85508458333334,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00042.tfrecord.gz
angola,2006,-8.920589514005778,13.167637826725805,AGO.11,AGO.11.7,23,0,56.10054173913045,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00043.tfrecord.gz
angola,2006,-8.757972234656311,13.500089377901304,AGO.11,AGO.11.1,23,0,53.35136317391304,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00044.tfrecord.gz
angola,2006,-9.06782582942293,13.273666675450293,AGO.11,AGO.11.9,24,0,42.49365975,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00045.tfrecord.gz
angola,2006,-9.062284348589948,13.259467825375998,AGO.11,AGO.11.9,22,0,45.28089831818182,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00046.tfrecord.gz
angola,2006,-9.075610717805867,13.249732042304801,AGO.11,AGO.11.9,22,0,54.92366972727273,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00047.tfrecord.gz
angola,2006,-9.066508995563906,13.252944966334006,AGO.11,AGO.11.9,23,0,41.61283026086957,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00048.tfrecord.gz
angola,2006,-8.974667745531379,13.313581214430805,AGO.11,AGO.11.9,22,0,63.64390845454545,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00049.tfrecord.gz
angola,2006,-8.994340932563771,13.313316003978295,AGO.11,AGO.11.9,24,0,66.57148820833334,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00050.tfrecord.gz
angola,2006,-8.967811632954268,13.300632061020105,AGO.11,AGO.11.9,23,0,47.86363895652173,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00051.tfrecord.gz
angola,2006,-8.965369926786954,13.316259028076502,AGO.11,AGO.11.9,19,0,45.60013210526318,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00052.tfrecord.gz
angola,2006,-8.986260793592542,13.317163701845095,AGO.11,AGO.11.9,22,0,69.82732395454546,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00053.tfrecord.gz
angola,2006,-8.969924931228265,13.324998468191007,AGO.11,AGO.11.9,24,0,71.51848250000002,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00054.tfrecord.gz
angola,2006,-8.82568710727824,13.2221179158002,AGO.11,AGO.11.3,23,0,62.99752130434784,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00055.tfrecord.gz
angola,2006,-8.829773674703453,13.226265003989306,AGO.11,AGO.11.5,23,0,66.34532839130434,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00056.tfrecord.gz
angola,2006,-8.977790255370762,13.3060059880194,AGO.11,AGO.11.9,24,0,61.79540333333333,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00057.tfrecord.gz
angola,2006,-8.974747227554051,13.312075823935098,AGO.11,AGO.11.9,24,0,61.10067358333334,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00058.tfrecord.gz
angola,2006,-8.98455516556294,13.320300978561894,AGO.11,AGO.11.9,25,0,54.08555612,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00059.tfrecord.gz
angola,2006,-8.99274600696168,13.311401126341801,AGO.11,AGO.11.9,24,0,54.067277000000004,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00060.tfrecord.gz
angola,2006,-8.97136985979279,13.323193163376002,AGO.11,AGO.11.9,25,0,55.79543748000002,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2006/00061.tfrecord.gz
angola,2007,-9.08655212570301,13.7121855339945,AGO.1,AGO.1.3,24,1,7.2782654583333315,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00000.tfrecord.gz
angola,2007,-5.8831044318270385,14.102610027048293,AGO.18,AGO.18.2,25,1,6.136861999999998,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00001.tfrecord.gz
angola,2007,-5.914155307770129,13.403051346842695,AGO.18,AGO.18.4,25,1,7.852234319999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00002.tfrecord.gz
angola,2007,-11.987848816682598,16.80197179949909,AGO.3,AGO.3.7,24,1,5.561462666666666,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00003.tfrecord.gz
angola,2007,-11.2908604489946,16.179998933455405,AGO.3,AGO.3.1,25,1,10.720163520000002,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00004.tfrecord.gz
angola,2007,-12.3917376305735,17.545780829780313,AGO.3,AGO.3.2,25,1,6.817356599999997,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00005.tfrecord.gz
angola,2007,-11.8141742685386,18.448490556705288,AGO.3,AGO.3.6,25,1,4.193888279999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00006.tfrecord.gz
angola,2007,-13.8875451581406,17.307233540307397,AGO.3,AGO.3.5,24,1,8.988919833333332,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00007.tfrecord.gz
angola,2007,-12.551326259584494,15.736212525463708,AGO.9,AGO.9.5,25,1,8.47017484,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00008.tfrecord.gz
angola,2007,-12.604294959092606,15.725777489743695,AGO.9,AGO.9.5,25,1,11.472398240000002,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00009.tfrecord.gz
angola,2007,-12.526374856740198,15.760546146179404,AGO.9,AGO.9.5,24,1,24.79307825,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00010.tfrecord.gz
angola,2007,-12.602867975243207,15.723693370390205,AGO.9,AGO.9.5,25,1,22.33925952,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00011.tfrecord.gz
angola,2007,-12.752326173214605,16.30325919502309,AGO.9,AGO.9.3,24,1,14.590525541666665,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00012.tfrecord.gz
angola,2007,-12.5732303337546,15.752759469437995,AGO.9,AGO.9.5,25,1,4.6716166,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00013.tfrecord.gz
angola,2007,-12.577620228427296,15.730621356231707,AGO.9,AGO.9.5,24,1,6.3200666666666665,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00014.tfrecord.gz
angola,2007,-8.581392732656697,13.666062196657494,AGO.1,AGO.1.2,25,0,22.9235858,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00015.tfrecord.gz
angola,2007,-13.071039001918905,15.574300515088296,AGO.9,AGO.9.2,25,0,20.783365,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00016.tfrecord.gz
angola,2007,-5.4656311859898095,12.377111154098296,AGO.4,AGO.4.3,25,0,47.62596640000001,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00017.tfrecord.gz
angola,2007,-9.487924832388076,16.339401881260088,AGO.14,AGO.14.9,25,0,28.661024880000006,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00018.tfrecord.gz
angola,2007,-9.683119000000003,14.469419,AGO.6,AGO.6.5,25,0,40.25456516000001,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00019.tfrecord.gz
angola,2007,-7.569209931669017,15.082215447083906,AGO.17,AGO.17.16,25,0,27.67511384,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00020.tfrecord.gz
angola,2007,-7.777615445813646,15.271146638789293,AGO.17,AGO.17.10,25,0,55.13895908000001,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00021.tfrecord.gz
angola,2007,-4.464783999999998,12.878171000000005,AGO.4,AGO.4.1,25,1,21.777321319999995,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00022.tfrecord.gz
angola,2007,-9.512322538032272,16.92904445533749,AGO.14,AGO.14.12,24,1,5.55806225,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00023.tfrecord.gz
angola,2007,-9.472270682545037,16.14347989469509,AGO.14,AGO.14.1,25,1,12.68267824,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00024.tfrecord.gz
angola,2007,-8.36180927839442,16.185658647245802,AGO.14,AGO.14.2,24,1,4.732010833333333,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00025.tfrecord.gz
angola,2007,-10.172306749617697,17.65520241124689,AGO.14,AGO.14.3,25,1,4.267762679999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00026.tfrecord.gz
angola,2007,-9.507564898115225,16.980331016073993,AGO.14,AGO.14.12,25,1,4.563260279999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00027.tfrecord.gz
angola,2007,-9.43383364045698,16.933246675260197,AGO.14,AGO.14.12,24,1,5.773554416666666,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00028.tfrecord.gz
angola,2007,-9.495159779926642,16.90188869785571,AGO.14,AGO.14.12,25,1,4.841770919999999,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00029.tfrecord.gz
angola,2007,-9.175493029039384,15.2072054879136,AGO.6,AGO.6.9,25,1,16.48953068,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00030.tfrecord.gz
angola,2007,-8.193095894856278,15.348749086294902,AGO.6,AGO.6.1,25,1,15.776937159999996,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00031.tfrecord.gz
angola,2007,-8.981783950849321,15.578407129101095,AGO.6,AGO.6.13,25,1,32.9950022,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00032.tfrecord.gz
angola,2007,-7.850359629555383,15.520833515267208,AGO.17,AGO.17.10,25,1,9.40217368,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00033.tfrecord.gz
angola,2007,-6.1072267257958215,15.472524358354102,AGO.17,AGO.17.7,24,1,7.043202249999998,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00034.tfrecord.gz
angola,2007,-6.714144342902073,15.2105375773904,AGO.17,AGO.17.6,13,1,7.1763621538461555,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00035.tfrecord.gz
angola,2007,-7.557857943058704,15.070316741846296,AGO.17,AGO.17.16,25,1,8.699086999999997,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00036.tfrecord.gz
angola,2007,-6.3500603618037985,16.36276070278429,AGO.17,AGO.17.12,25,1,7.427828319999998,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00037.tfrecord.gz
angola,2007,-8.567331363638905,18.04125815951859,AGO.12,AGO.12.5,25,1,4.523359799999998,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00038.tfrecord.gz
angola,2007,-7.019900570328447,15.477536354236296,AGO.17,AGO.17.6,25,1,4.744983,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00039.tfrecord.gz
angola,2007,-17.071078833766304,15.745399950077605,AGO.8,AGO.8.2,19,0,46.94823315789475,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00040.tfrecord.gz
angola,2007,-15.682638863726199,17.436917495885208,AGO.5,AGO.5.7,22,1,4.887524181818179,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00041.tfrecord.gz
angola,2007,-17.412446564726505,18.4945050833456,AGO.5,AGO.5.2,20,1,29.86245735,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00042.tfrecord.gz
angola,2007,-11.413020714249905,20.223556614832393,AGO.15,AGO.15.2,25,1,6.6103923999999985,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00043.tfrecord.gz
angola,2007,-14.229758115687694,21.312082138317507,AGO.15,AGO.15.8,25,1,9.33380388,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00044.tfrecord.gz
angola,2007,-10.8824444174332,21.977146220382,AGO.15,AGO.15.5,24,1,5.13791025,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00045.tfrecord.gz
angola,2007,-16.75141526805159,14.984905035405596,AGO.8,AGO.8.6,21,1,28.828551523809523,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00046.tfrecord.gz
angola,2007,-15.995088905397296,16.002907580284795,AGO.8,AGO.8.4,11,1,7.791556727272726,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00047.tfrecord.gz
angola,2007,-17.060543300274595,16.6453806793902,AGO.8,AGO.8.5,17,1,31.349082117647058,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00048.tfrecord.gz
angola,2007,-16.5269720729946,13.9515526855857,AGO.8,AGO.8.1,11,1,18.967035090909096,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00049.tfrecord.gz
angola,2007,-13.867864697309196,14.501787501063097,AGO.10,AGO.10.2,14,1,11.450242214285712,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00050.tfrecord.gz
angola,2007,-14.303306533165,15.014729473897095,AGO.10,AGO.10.4,16,1,6.16750875,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00051.tfrecord.gz
angola,2007,-16.567034099447,12.347458120556695,AGO.16,AGO.16.4,17,1,7.930385411764704,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2007/00052.tfrecord.gz
angola,2010,-8.205036000000005,15.397272999999995,AGO.6,AGO.6.1,35,1,9.05862314285714,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2010/00000.tfrecord.gz
angola,2010,-8.029519999999996,15.575171000000006,AGO.17,AGO.17.10,31,1,9.351249774193551,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2010/00001.tfrecord.gz
angola,2011,-12.350257000000001,13.534921999999995,AGO.2,AGO.2.9,36,0,75.19012458333334,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00000.tfrecord.gz
angola,2011,-8.583901000000004,13.664314999999993,AGO.1,AGO.1.2,36,0,40.07717272222223,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00001.tfrecord.gz
angola,2011,-12.752814,15.742476000000007,AGO.9,AGO.9.5,33,0,41.61837151515152,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00002.tfrecord.gz
angola,2011,-12.782553000000005,15.754300000000004,AGO.9,AGO.9.5,34,0,27.285043588235286,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00003.tfrecord.gz
angola,2011,-12.600115000000004,13.200098000000011,AGO.2,AGO.2.1,36,1,21.39783602777777,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00004.tfrecord.gz
angola,2011,-12.594751999999987,13.202680999999995,AGO.2,AGO.2.1,37,1,36.87244167567568,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00005.tfrecord.gz
angola,2011,-12.426922999999993,13.554356999999992,AGO.2,AGO.2.9,36,1,20.39822255555556,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00006.tfrecord.gz
angola,2011,-12.426737,13.558511000000005,AGO.2,AGO.2.9,37,1,31.567844729729718,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00007.tfrecord.gz
angola,2011,-13.434386000000005,14.269446000000006,AGO.2,AGO.2.7,37,1,2.5919623513513512,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00008.tfrecord.gz
angola,2011,-13.465144000000004,14.278094000000007,AGO.2,AGO.2.7,37,1,6.671463297297298,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00009.tfrecord.gz
angola,2011,-12.344749999999992,14.773096000000004,AGO.2,AGO.2.2,37,0,14.613106513513515,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00010.tfrecord.gz
angola,2011,-12.360864999999995,13.551493999999995,AGO.2,AGO.2.9,32,0,67.06380309375,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00011.tfrecord.gz
angola,2011,-12.371371000000005,14.753341999999988,AGO.2,AGO.2.2,37,1,3.6437456756756745,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00012.tfrecord.gz
angola,2011,-10.871302000000007,14.353967000000008,AGO.7,AGO.7.1,37,1,6.035601432432432,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00013.tfrecord.gz
angola,2011,-10.858033999999993,14.358819999999994,AGO.7,AGO.7.1,37,1,33.04328072972974,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00014.tfrecord.gz
angola,2011,-10.419602999999997,13.970724000000004,AGO.7,AGO.7.7,33,1,6.343426333333335,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00015.tfrecord.gz
angola,2011,-10.390981000000004,13.984454000000005,AGO.7,AGO.7.7,23,1,2.3955968260869573,/cephyr/NOBACKUP/groups/globalpoverty1/data/dhs_tfrecords/angola_2011/00016.tfrecord.gz
